iter	RMSE
128	5.222067441
129	5.218216201
130	5.211632267
131	5.206704905
132	5.200300984
133	5.191883537
134	5.186168388
135	5.183763009
136	5.177641376
137	5.173073247
138	5.167151839
139	5.158460159
140	5.152987052
141	5.150320503
142	5.144061659
143	5.138857799
144	5.134802563
145	5.131723912
146	5.127402709
147	5.122124676
148	5.119593556
149	5.114095719
150	5.110418361
151	5.107449736
152	5.10323517
153	5.09881654
154	5.094828584
155	5.088129648
156	5.084463853
157	5.080402163
158	5.073584202
159	5.069839661
160	5.065635031
161	5.062542823
162	5.059289365
163	5.056913937
164	5.053978004
165	5.050865741
166	5.049099573
167	5.042568855
168	5.040535403
169	5.036347996
170	5.031025098
171	5.02432142
172	5.019302356
173	5.015583179
174	5.013664324
175	5.008801358
176	5.003562502
177	5.000823474
178	4.996773683
179	4.990013531
180	4.987952601
181	4.984876614
182	4.981579402
183	4.976778817
184	4.970065596
185	4.967623038
186	4.964726262
187	4.958211879
188	4.954828547
189	4.947676785
190	4.944006909
191	4.936098791
192	4.9317431
193	4.9293704
194	4.927202582
195	4.925353088
196	4.921591143
197	4.918494009
198	4.916330265
199	4.913683708
200	4.909615956
201	4.907711158
202	4.906550883
203	4.904544677
204	4.899489475
205	4.896371917
206	4.892654792
207	4.890958464
208	4.884679049
209	4.880094741
210	4.874180131
211	4.872291924
212	4.869147167
213	4.866031481
214	4.863925066
215	4.863611403
216	4.861886129
217	4.859520458
218	4.85706622
219	4.852025158
220	4.8496888
221	4.843839689
222	4.841505618
223	4.839069543
224	4.837821551
225	4.835555205
226	4.833620614
227	4.830338167
228	4.828806393
229	4.822583851
230	4.820880698
231	4.814043869
232	4.80946041
233	4.808910543
234	4.805332414
235	4.802575699
236	4.798782214
237	4.795815381
238	4.789853125
239	4.789612567
240	4.784922507
241	4.78413834
242	4.780033959
243	4.779045963
244	4.773837897
245	4.77069944
246	4.766921095
247	4.760529794
248	4.759605449
249	4.756881767
250	4.755670236
251	4.751785997
252	4.750113021
253	4.744352497
254	4.738512561
255	4.73458025
256	4.727162413
257	4.722329875
258	4.718722348
259	4.710705106
260	4.707456641
261	4.706656945
262	4.705952257
263	4.705281013
264	4.701375192
265	4.695417652
266	4.691799526
267	4.689072101
268	4.687022213
269	4.683951948
270	4.681893589
271	4.676325119
272	4.674657799
273	4.674023803
274	4.670090536
275	4.666747761
276	4.666585997
277	4.666251085
278	4.665106479
279	4.657997327
280	4.651772362
281	4.651509654
282	4.649833565
283	4.649281587
284	4.643620031
285	4.641628991
286	4.641093577
287	4.63629719
288	4.632706861
289	4.632459158
290	4.628273126
291	4.623446002
292	4.617630427
293	4.612732709
294	4.60928924
295	4.605572698
296	4.603031178
297	4.599193868
298	4.598885535
299	4.59425751
300	4.590182976
301	4.588677168
302	4.588434223
303	4.584675374
304	4.580297349
305	4.579194801
306	4.578905143
307	4.575598704
308	4.572491096
309	4.572207914
310	4.569634016
311	4.565603441
312	4.562370202
313	4.559649995
314	4.556616134
315	4.552903908
316	4.549424299
317	4.546430315
318	4.541503654
319	4.536789115
320	4.531592862
321	4.528122912
322	4.524395548
323	4.5202894
324	4.520061271
325	4.51583571
326	4.512601505
327	4.509699969
328	4.509233118
329	4.508538701
330	4.503555069
331	4.498862279
332	4.498604042
333	4.495509779
334	4.492162078
335	4.491765595
336	4.48549964
337	4.480820206
338	4.477881566
339	4.474694391
340	4.46981442
341	4.463448885
342	4.460947768
343	4.45731091
344	4.456191444
345	4.450266906
346	4.447295208
347	4.444638353
348	4.441795904
349	4.441532165
350	4.439991145
351	4.435476658
352	4.42991931
353	4.427320832
354	4.425876764
355	4.42567174
356	4.421319202
357	4.421077148
358	4.419311047
359	4.417923463
360	4.414895419
361	4.413101894
362	4.406539408
363	4.402136381
364	4.39991967
365	4.395730562
366	4.392274004
367	4.38828103
368	4.387093959
369	4.383307236
370	4.381219293
371	4.377470377
372	4.375005561
373	4.369482353
374	4.365201769
375	4.361837561
376	4.358283814
377	4.355338445
378	4.351502525
379	4.347092946
380	4.344772113
381	4.3432815
382	4.340686146
383	4.339611717
384	4.337686547
385	4.334091687
386	4.327618787
387	4.323010302
388	4.320255917
389	4.317103128
390	4.314229641
391	4.314015138
392	4.31100181
393	4.309457817
394	4.306588517
395	4.302418469
396	4.299776662
397	4.299578126
398	4.297217762
399	4.291961975
400	4.286838642
401	4.283949629
402	4.282334218
403	4.279015198
404	4.277044265
405	4.273627246
406	4.268392967
407	4.266026953
408	4.263981303
409	4.258415169
410	4.255591905
411	4.254501334
412	4.252065034
413	4.247322691
414	4.244435039
415	4.242951999
416	4.238172465
417	4.233809017
418	4.232904759
419	4.229831411
420	4.227835113
421	4.224856146
422	4.2246231
423	4.222445456
424	4.218358099
425	4.215582715
426	4.212277408
427	4.205777899
428	4.200995493
429	4.199912934
430	4.198055696
431	4.197878358
432	4.194519099
433	4.19431628
434	4.192321393
435	4.190886828
436	4.186899276
437	4.184910656
438	4.183169149
439	4.180012008
440	4.176098968
441	4.173170419
442	4.172938505
443	4.171011276
444	4.168285578
445	4.165828629
446	4.16203463
447	4.156137651
448	4.155956512
449	4.151745167
450	4.146135185
451	4.142872477
452	4.139686829
453	4.13693171
454	4.134670922
455	4.131690357
456	4.130482054
457	4.129074868
458	4.128860364
459	4.125392519
460	4.123543753
461	4.118859171
462	4.11689389
463	4.114644409
464	4.113847909
465	4.111269041
466	4.109078837
467	4.106961457
468	4.105068615
469	4.10276493
470	4.101900065
471	4.09976464
472	4.099542427
473	4.099363224
474	4.098579615
475	4.097976845
476	4.095098188
477	4.091255872
478	4.085756641
479	4.082532628
480	4.080503637
481	4.076284181
482	4.071987787
483	4.070437809
484	4.067120124
485	4.066504573
486	4.063055187
487	4.059596384
488	4.059379249
489	4.057360402
490	4.057063335
491	4.053728524
492	4.050700136
493	4.048219056
494	4.047374113
495	4.045096178
496	4.044918635
497	4.041984253
498	4.038153244
499	4.03269344
500	4.031023116
501	4.029608698
502	4.029455943
503	4.027335211
504	4.024869255
505	4.024661157
506	4.021281095
507	4.016194997
508	4.015097227
509	4.013417336
510	4.011821232
511	4.008882
512	4.008688282
513	4.00530806
514	4.001023529
515	4.000300321
516	3.997318016
517	3.994784435
518	3.994581217
519	3.994390825
520	3.994226402
521	3.992312011
522	3.98999411
523	3.988031914
524	3.986383345
525	3.986254601
526	3.981477941
527	3.978374101
528	3.977128072
529	3.973864034
530	3.969880546
531	3.965308396
532	3.964845703
533	3.96151986
534	3.960110016
535	3.95682569
536	3.954299218
537	3.954103204
538	3.951655691
539	3.946088715
540	3.943929058
541	3.940453458
542	3.936413991
543	3.935833435
544	3.933535379
545	3.931728942
546	3.929967214
547	3.928397765
548	3.924945631
549	3.924769485
550	3.92312666
551	3.920802671
552	3.917505152
553	3.916076334
554	3.913325353
555	3.910419386
556	3.909939248
557	3.907099008
558	3.905301466
559	3.902975636
560	3.901234315
561	3.900745731
562	3.897575297
563	3.895403345
564	3.894779744
565	3.892058995
566	3.889697901
567	3.887531171
568	3.887353283
569	3.883111755
570	3.8815667
571	3.878334463
572	3.875289106
573	3.875104973
574	3.873995217
575	3.871227803
576	3.867878452
577	3.866838461
578	3.866529331
579	3.86317243
580	3.860416339
581	3.859359737
582	3.857670652
583	3.856142875
584	3.853590299
585	3.850515776
586	3.850372988
587	3.850119867
588	3.849966142
589	3.847436774
590	3.846855862
591	3.845211802
592	3.843647674
593	3.840786568
594	3.838414604
595	3.838003256
596	3.835445018
597	3.832518691
598	3.830906604
599	3.830739563
600	3.829466795
601	3.827043375
602	3.826890136
603	3.825085495
604	3.821707736
605	3.819939395
606	3.815982027
607	3.810728716
608	3.807663735
609	3.804942101
610	3.802354181
611	3.799826177
612	3.797467711
613	3.7945365
614	3.794371429
615	3.793055453
616	3.788620749
617	3.785473509
618	3.782308053
619	3.781004771
620	3.77757056
621	3.777334808
622	3.774028642
623	3.770632828
624	3.768916642
625	3.766111241
626	3.765882843
627	3.765742774
628	3.763718669
629	3.759905495
630	3.759425104
631	3.759303913
632	3.758553811
633	3.756896088
634	3.753671738
635	3.748796975
636	3.744342958
637	3.742714704
638	3.739208783
639	3.736223536
640	3.734953974
641	3.732022032
642	3.731560086
643	3.731306248
644	3.730452632
645	3.729452915
646	3.729086843
647	3.726056884
648	3.723250779
649	3.723103845
650	3.720749683
651	3.717722993
652	3.716139891
653	3.714556719
654	3.714111058
655	3.713082356
656	3.710532433
657	3.710104479
658	3.707581772
659	3.704757805
660	3.703757479
661	3.702573242
662	3.699831536
663	3.699065721
664	3.697242929
665	3.694741239
666	3.692014036
667	3.690283283
668	3.690152059
669	3.690023901
670	3.687766085
671	3.684348607
672	3.681505324
673	3.677943737
674	3.67635586
675	3.673124522
676	3.672781041
677	3.669624126
678	3.669472931
679	3.668399319
680	3.668138771
681	3.666354159
682	3.664775718
683	3.661997963
684	3.661815216
685	3.660645653
686	3.655903495
687	3.654814947
688	3.652439368
689	3.651070673
690	3.648298718
691	3.646882018
692	3.645206671
693	3.644889133
694	3.642909853
695	3.639648283
696	3.636276788
697	3.63376149
698	3.631839907
699	3.630140922
700	3.626702599
701	3.624438089
702	3.623492845
703	3.620478012
704	3.620385442
705	3.619461611
706	3.619076384
707	3.618566044
708	3.616404788
709	3.614435278
710	3.613402408
711	3.612747143
712	3.610133762
713	3.609994759
714	3.607160479
715	3.606081671
716	3.602499377
717	3.600604364
718	3.597423781
719	3.595578462
720	3.595475726
721	3.594988663
722	3.59311831
723	3.590194428
724	3.589873482
725	3.58904104
726	3.586268254
727	3.584268386
728	3.582367572
729	3.58029684
730	3.579666076
731	3.579567067
732	3.579423771
733	3.576271953
734	3.576045663
735	3.573701181
736	3.572155581
737	3.569132844
738	3.566751705
739	3.566526383
740	3.56393244
741	3.563715959
742	3.56359729
743	3.562846323
744	3.562761845
745	3.560387782
746	3.558648597
747	3.55851847
748	3.556666068
749	3.554585393
750	3.553705957
751	3.550546218
752	3.549885133
753	3.547630348
754	3.546659088
755	3.545817466
756	3.544769995
757	3.543315006
758	3.543198792
759	3.541592725
760	3.539444871
761	3.536338796
762	3.53561774
763	3.533634552
764	3.532692573
765	3.532032864
766	3.530051841
767	3.527762444
768	3.526747194
769	3.526260911
770	3.523977084
771	3.522570359
772	3.522467524
773	3.521494773
774	3.517955144
775	3.515677107
776	3.511849775
777	3.510874766
778	3.510565985
779	3.508655966
780	3.507949236
781	3.50622074
782	3.502424733
783	3.502163467
784	3.498965081
785	3.496543598
786	3.492860075
787	3.490517956
788	3.48890535
789	3.488338643
790	3.485465112
791	3.484897055
792	3.483968318
793	3.480240061
794	3.479858133
795	3.476953659
796	3.474335748
797	3.47322906
798	3.470305141
799	3.469422738
800	3.469060262
801	3.468585614
802	3.467218395
803	3.467026943
804	3.464506746
805	3.462130708
806	3.459557329
807	3.458489189
808	3.457979563
809	3.453637304
810	3.450948332
811	3.449305449
812	3.448854726
813	3.447580757
814	3.447513123
815	3.446199126
816	3.444529144
817	3.443458337
818	3.441118614
819	3.439461248
820	3.437844139
821	3.437445424
822	3.435936231
823	3.435492047
824	3.434006963
825	3.433902939
826	3.432595091
827	3.429955071
828	3.427596086
829	3.424630031
830	3.422851599
831	3.42226052
832	3.420851759
833	3.419910471
834	3.417702867
835	3.417635566
836	3.415696552
837	3.415324398
838	3.412193729
839	3.411847389
840	3.411752943
841	3.410597347
842	3.408575008
843	3.405825954
844	3.403906773
845	3.402411217
846	3.401758887
847	3.398876712
848	3.398132379
849	3.395675407
850	3.394693903
851	3.392480531
852	3.390591869
853	3.387417876
854	3.384674109
855	3.384586059
856	3.380657855
857	3.380450161
858	3.376351565
859	3.375890483
860	3.373383141
861	3.372222972
862	3.371160963
863	3.369281385
864	3.366834949
865	3.364093981
866	3.362918797
867	3.361920188
868	3.361541478
869	3.359116962
870	3.357442241
871	3.357123706
872	3.355370585
873	3.352399508
874	3.352315652
875	3.351743592
876	3.351250474
877	3.35004641
878	3.34745846
879	3.345913534
880	3.343674904
881	3.341219389
882	3.340855988
883	3.339518405
884	3.337160729
885	3.336459327
886	3.336167708
887	3.33609317
888	3.334874017
889	3.332725468
890	3.332195976
891	3.32962012
892	3.327531337
893	3.325656247
894	3.325414556
895	3.323700362
896	3.323645729
897	3.322246768
898	3.321085257
899	3.319048363
900	3.318258235
901	3.315805057
902	3.314215417
903	3.313521107
904	3.313337692
905	3.311716693
906	3.309708005
907	3.309276213
908	3.3064144
909	3.304908103
910	3.302460433
911	3.300865515
912	3.300565524
913	3.298807645
914	3.297136654
915	3.29524902
916	3.292481555
917	3.290136268
918	3.288335524
919	3.288155689
920	3.28782795
921	3.287577283
922	3.286114642
923	3.28498733
924	3.283209065
925	3.281249671
926	3.279122661
927	3.278796275
928	3.27774599
929	3.275861066
930	3.27461221
931	3.27293052
932	3.271894575
933	3.268949668
934	3.268055672
935	3.267914371
936	3.265595186
937	3.263017579
938	3.261907409
939	3.260604041
940	3.259362875
941	3.2585531
942	3.2583385
943	3.257694226
944	3.256753148
945	3.254263604
946	3.253215208
947	3.249428739
948	3.247169538
949	3.24454974
950	3.244065011
951	3.243429543
952	3.242831817
953	3.242001851
954	3.240204715
955	3.238301709
956	3.237264941
957	3.237056663
958	3.236872152
959	3.234289908
960	3.232729672
961	3.230084036
962	3.228415819
963	3.225192891
964	3.224167033
965	3.22233299
966	3.219804172
967	3.218895726
968	3.218041786
969	3.217339836
970	3.217278337
971	3.215998449
972	3.214316637
973	3.212878598
974	3.210074167
975	3.210025758
976	3.208514902
977	3.206629327
978	3.206563882
979	3.205923742
980	3.203297392
981	3.200588578
982	3.200371626
983	3.198603367
984	3.198315424
985	3.198187147
986	3.196350462
987	3.195337959
988	3.194232334
989	3.192419739
990	3.191239737
991	3.190911379
992	3.189396943
993	3.189353772
994	3.188797526
995	3.188036963
996	3.186917259
997	3.184539197
998	3.183229179
999	3.181472458
